"Rk","Name","G","PA","AB","R","H","2B","3B","HR","RBI","SB","CS","BB","SO","BA","OBP","SLG","OPS","TB","GDP","HBP","SH","SF","IBB","Notes","Team","Year"
3,"Justin Bosland",30,76,57,7,9,1,0,0,1,9,1,14,20,0.158,0.368,0.175,0.544,10,NA,5,0,0,0,NA,"f5c6dcb2",2022
4,"Donovan Cash",20,79,70,8,13,7,0,2,9,1,1,7,15,0.186,0.279,0.371,0.65,26,NA,2,0,0,0,NA,"f5c6dcb2",2022
5,"Pete Ciuffreda",33,135,110,23,33,6,1,5,22,9,5,19,27,0.3,0.422,0.509,0.931,56,NA,5,0,1,1,NA,"f5c6dcb2",2022
6,"Brodey Heaton",32,131,113,16,23,4,1,3,10,2,2,14,40,0.204,0.313,0.336,0.649,38,NA,4,0,0,0,NA,"f5c6dcb2",2022
7,"Drew Holderbach",34,127,109,17,31,3,0,2,18,1,2,13,22,0.284,0.362,0.367,0.729,40,NA,2,0,3,0,NA,"f5c6dcb2",2022
8,"Max Johnson",29,91,77,10,15,0,0,0,4,6,1,13,36,0.195,0.319,0.195,0.514,15,NA,1,0,0,1,NA,"f5c6dcb2",2022
9,"Blaine Lidsky",22,76,63,5,16,2,0,0,5,2,1,10,22,0.254,0.368,0.286,0.654,18,NA,2,0,1,0,NA,"f5c6dcb2",2022
10,"Justin Long",23,67,54,4,8,2,0,0,6,3,1,12,26,0.148,0.299,0.185,0.484,10,NA,0,0,1,0,NA,"f5c6dcb2",2022
11,"Matt Malone",10,27,26,0,3,1,0,0,1,1,0,0,6,0.115,0.111,0.154,0.265,4,NA,0,0,1,0,NA,"f5c6dcb2",2022
12,"Kyle Maves",24,60,53,8,9,1,0,0,3,10,3,6,20,0.17,0.267,0.189,0.455,10,NA,1,0,0,0,NA,"f5c6dcb2",2022
13,"Chase Meggers",29,107,89,13,22,3,0,3,10,1,0,16,15,0.247,0.359,0.382,0.741,34,NA,0,1,1,1,NA,"f5c6dcb2",2022
14,"Khyree Miller",40,143,124,22,31,5,2,10,23,11,3,12,42,0.25,0.35,0.565,0.914,70,NA,7,0,0,1,NA,"f5c6dcb2",2022
15,"Tyler Mudd",12,3,2,1,0,0,0,0,0,0,0,1,1,0,0.333,0,0.333,0,NA,0,0,0,0,NA,"f5c6dcb2",2022
16,"Alex Ramirez",33,103,86,10,20,4,0,4,9,9,4,15,34,0.233,0.359,0.419,0.778,36,NA,2,0,0,1,NA,"f5c6dcb2",2022
17,"Noah Rivera",7,15,11,0,0,0,0,0,2,0,0,3,3,0,0.2,0,0.2,0,NA,0,0,1,0,NA,"f5c6dcb2",2022
18,"Creek Robertson",41,131,115,15,22,5,1,0,5,9,3,8,42,0.191,0.269,0.252,0.521,29,NA,5,1,2,0,NA,"f5c6dcb2",2022
19,"Joe Sheets",8,4,4,1,1,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.5,1,NA,0,0,0,0,NA,"f5c6dcb2",2022
20,"Dustin Siqueira",2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,"f5c6dcb2",2022
21,"Jake Studley",41,159,147,26,45,7,1,4,13,7,1,9,29,0.306,0.359,0.449,0.808,66,NA,3,0,0,0,NA,"f5c6dcb2",2022
22,"Justin Szestowicki",17,54,48,5,5,0,0,1,4,4,0,4,18,0.104,0.17,0.167,0.337,8,NA,0,1,1,0,NA,"f5c6dcb2",2022
1,"Ivan Arias",3,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,0,0,0,0,NA,"9f75a8ee",2023
2,"Jake Berger",41,189,134,25,31,7,1,1,14,8,1,39,32,0.231,0.425,0.321,0.746,43,NA,9,3,4,1,NA,"9f75a8ee",2023
3,"Matt Chatelle",33,118,106,13,25,7,0,2,19,2,2,7,19,0.236,0.291,0.359,0.649,38,NA,2,1,2,0,NA,"9f75a8ee",2023
4,"Stan DeMartinis",33,131,106,21,29,7,3,1,17,7,2,19,26,0.274,0.397,0.425,0.821,45,NA,4,0,2,1,NA,"9f75a8ee",2023
5,"Brandon Drapeau",30,119,104,8,29,5,0,2,16,1,0,7,19,0.279,0.342,0.385,0.727,40,NA,4,2,2,0,NA,"9f75a8ee",2023
6,"Andrew Eppinger",12,22,16,3,2,0,0,0,0,0,0,5,6,0.125,0.364,0.125,0.489,2,NA,1,0,0,0,NA,"9f75a8ee",2023
7,"Evan Griffis",31,132,117,21,36,9,1,4,25,10,2,10,27,0.308,0.371,0.504,0.876,59,NA,3,0,2,0,NA,"9f75a8ee",2023
8,"Jackson Hornung",13,56,51,7,8,2,0,2,6,0,1,5,13,0.157,0.232,0.314,0.546,16,NA,0,0,0,0,NA,"9f75a8ee",2023
9,"Jacob Jarrell",22,87,73,10,19,4,3,4,17,1,0,9,26,0.26,0.333,0.562,0.895,41,NA,1,0,4,0,NA,"9f75a8ee",2023
10,"Brendan Jones",38,113,96,11,19,4,0,0,10,1,2,13,23,0.198,0.306,0.24,0.546,23,NA,2,2,0,1,NA,"9f75a8ee",2023
11,"Henry Kaczmar",34,135,112,26,35,6,2,0,11,9,1,22,24,0.313,0.43,0.402,0.831,45,NA,1,0,0,0,NA,"9f75a8ee",2023
12,"Mike La Rocca",3,10,9,0,2,0,0,0,1,0,0,1,2,0.222,0.3,0.222,0.522,2,NA,0,0,0,0,NA,"9f75a8ee",2023
13,"Jake McElroy",40,139,106,17,25,1,0,0,8,6,0,28,29,0.236,0.402,0.245,0.647,26,NA,2,2,1,0,NA,"9f75a8ee",2023
14,"Peter Messervy",29,113,102,9,19,2,0,0,4,3,1,8,18,0.186,0.259,0.206,0.465,21,NA,2,1,0,0,NA,"9f75a8ee",2023
15,"Tommy O'Connor",10,24,20,2,1,0,0,0,0,0,0,3,16,0.05,0.208,0.05,0.258,1,NA,1,0,0,0,NA,"9f75a8ee",2023
16,"D.J. Pacheco",29,82,61,9,13,2,0,0,7,4,0,15,25,0.213,0.363,0.246,0.608,15,NA,1,2,3,0,NA,"9f75a8ee",2023
17,"Evan Smith",2,2,1,1,0,0,0,0,0,0,0,1,1,0,0.5,0,0.5,0,NA,0,0,0,0,NA,"9f75a8ee",2023
18,"Luca Trigiani",28,94,83,12,18,0,0,0,9,1,0,9,18,0.217,0.294,0.217,0.51,18,NA,0,2,0,0,NA,"9f75a8ee",2023
19,"Nick White",5,15,13,3,3,1,0,1,1,1,0,2,6,0.231,0.333,0.539,0.872,7,NA,0,0,0,0,NA,"9f75a8ee",2023
20,"Tanner Zellem",22,62,50,6,9,3,0,1,6,1,1,9,20,0.18,0.307,0.3,0.607,15,NA,1,0,2,0,NA,"9f75a8ee",2023
1,"Connor Bertsch",38,135,114,14,26,3,1,2,13,0,0,17,41,0.228,0.321,0.325,0.646,37,NA,0,1,3,0,NA,"bb30defe",2022
2,"Nathan Blasick",39,152,126,13,29,9,0,2,18,6,2,22,53,0.23,0.362,0.349,0.711,44,NA,4,0,0,0,NA,"bb30defe",2022
3,"Jake Bullard",17,53,45,5,13,1,1,0,1,3,0,6,22,0.289,0.396,0.356,0.752,16,NA,2,0,0,0,NA,"bb30defe",2022
4,"Justin Cassella",22,82,67,13,18,4,1,0,9,8,1,13,30,0.269,0.388,0.358,0.746,24,NA,0,2,0,0,NA,"bb30defe",2022
5,"Stan DeMartinis",36,123,105,8,20,4,0,0,5,9,2,14,30,0.191,0.293,0.229,0.521,24,NA,2,0,2,0,NA,"bb30defe",2022
6,"Ty Dooley",30,80,68,8,14,0,1,1,5,4,2,9,22,0.206,0.325,0.279,0.604,19,NA,3,0,0,0,NA,"bb30defe",2022
7,"Alex Duffey",3,8,6,1,0,0,0,0,0,0,0,1,4,0,0.25,0,0.25,0,NA,1,0,0,0,NA,"bb30defe",2022
8,"Jarrett Ford",9,30,24,3,4,1,0,0,1,1,1,4,7,0.167,0.276,0.208,0.484,5,NA,0,1,1,0,NA,"bb30defe",2022
9,"Mike Gervasi",16,51,50,2,6,0,1,0,1,0,0,1,22,0.12,0.137,0.16,0.297,8,NA,0,0,0,0,NA,"bb30defe",2022
10,"Jake Gustin",31,116,105,11,23,8,1,1,11,2,1,7,24,0.219,0.281,0.343,0.624,36,NA,2,2,0,1,NA,"bb30defe",2022
11,"Jonathan Luders",26,108,90,13,21,1,0,0,5,1,1,6,6,0.233,0.346,0.244,0.59,22,NA,10,1,1,0,NA,"bb30defe",2022
12,"Jake McElroy",42,166,139,12,30,2,0,0,13,4,0,19,36,0.216,0.306,0.23,0.537,32,NA,0,6,2,0,NA,"bb30defe",2022
13,"Brady O'Brien",32,86,71,5,12,1,0,0,4,3,0,12,22,0.169,0.291,0.183,0.474,13,NA,1,0,2,0,NA,"bb30defe",2022
14,"Jack Penney",24,95,81,7,16,1,0,1,7,4,1,12,31,0.198,0.305,0.247,0.552,20,NA,1,0,1,0,NA,"bb30defe",2022
15,"Jackson Phinney",11,34,31,0,5,0,0,0,1,1,0,2,14,0.161,0.235,0.161,0.397,5,NA,1,0,0,0,NA,"bb30defe",2022
16,"Reece Rappoli",6,18,17,1,3,0,0,0,1,0,1,1,7,0.177,0.222,0.177,0.399,3,NA,0,0,0,0,NA,"bb30defe",2022
17,"Charlie Taylor",21,70,61,5,12,0,0,1,7,2,1,7,22,0.197,0.3,0.246,0.546,15,NA,2,0,0,0,NA,"bb30defe",2022
18,"Max Viera",31,124,112,10,22,4,2,1,12,8,0,5,22,0.196,0.252,0.295,0.547,33,NA,4,1,2,1,NA,"bb30defe",2022
19,"Trace Willhoite",20,52,46,9,8,1,0,1,3,2,0,6,17,0.174,0.269,0.261,0.53,12,NA,0,0,0,0,NA,"bb30defe",2022
20,"Rob Wirtanen",11,30,25,3,6,0,1,0,3,0,0,4,9,0.24,0.333,0.32,0.653,8,NA,0,0,1,0,NA,"bb30defe",2022
1,"Chad Born",15,56,47,6,6,2,0,0,5,2,0,6,12,0.128,0.25,0.17,0.42,8,NA,2,0,1,0,NA,"4458bb59",2023
2,"Tremayne Cobb",15,56,52,7,13,3,0,1,6,5,1,2,16,0.25,0.291,0.365,0.656,19,NA,1,1,0,0,NA,"4458bb59",2023
3,"Gehrig Ebel",17,59,46,7,13,4,1,0,6,1,0,8,13,0.283,0.431,0.413,0.844,19,NA,4,1,0,0,NA,"4458bb59",2023
4,"Camden Gasser",8,31,20,6,1,0,0,0,0,3,0,11,3,0.05,0.387,0.05,0.437,1,NA,0,0,0,0,NA,"4458bb59",2023
5,"Jack Goodman",1,4,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,NA,0,0,0,0,NA,"4458bb59",2023
6,"Kyle Hannon",33,135,115,13,32,7,0,2,11,14,4,17,15,0.278,0.378,0.391,0.769,45,NA,2,0,1,0,NA,"4458bb59",2023
7,"Trent Hodgdon",11,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,0,0,0,0,NA,"4458bb59",2023
8,"D.M. Jefferson",33,129,104,17,28,3,0,2,8,9,2,22,33,0.269,0.411,0.356,0.767,37,NA,3,0,0,1,NA,"4458bb59",2023
9,"Gunnar Johnson",23,82,73,7,14,6,0,2,11,1,0,7,21,0.192,0.281,0.356,0.637,26,NA,2,0,0,0,NA,"4458bb59",2023
10,"Nathan Lincoln",37,147,126,19,35,2,0,0,10,10,1,16,31,0.278,0.361,0.294,0.655,37,NA,1,3,1,0,NA,"4458bb59",2023
11,"Hudson Polk",31,120,98,19,21,2,0,5,10,6,0,18,26,0.214,0.35,0.388,0.738,38,NA,3,0,1,2,NA,"4458bb59",2023
12,"Jake Reinisch",26,109,93,11,21,4,0,2,10,2,1,12,21,0.226,0.321,0.333,0.654,31,NA,2,0,2,0,NA,"4458bb59",2023
13,"Jack Reynolds",37,131,100,10,17,3,0,1,9,4,1,25,35,0.17,0.341,0.23,0.571,23,NA,1,5,0,0,NA,"4458bb59",2023
14,"Cedric Rose",25,99,82,11,16,4,0,4,14,0,0,11,29,0.195,0.313,0.39,0.703,32,NA,4,0,2,0,NA,"4458bb59",2023
15,"Jack Sefrino",8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,"4458bb59",2023
16,"Sam Sherman",19,58,52,2,10,2,0,0,2,2,0,5,16,0.192,0.276,0.231,0.507,12,NA,1,0,0,0,NA,"4458bb59",2023
17,"Jason Shockley",6,25,22,3,3,0,0,0,0,0,0,2,8,0.136,0.24,0.136,0.376,3,NA,1,0,0,0,NA,"4458bb59",2023
18,"Brendan Stannard",2,9,7,1,2,0,0,0,1,1,0,2,2,0.286,0.444,0.286,0.73,2,NA,0,0,0,0,NA,"4458bb59",2023
19,"Aiden Stewart",23,88,72,9,12,1,0,0,9,1,1,11,20,0.167,0.287,0.181,0.468,13,NA,2,1,2,0,NA,"4458bb59",2023
20,"Sam Tackett",39,164,132,32,37,10,0,8,25,8,3,29,44,0.28,0.415,0.538,0.953,71,NA,2,0,1,1,NA,"4458bb59",2023
21,"Ben Watson",9,39,36,6,6,1,0,0,3,4,1,3,10,0.167,0.231,0.194,0.425,7,NA,0,0,0,0,NA,"4458bb59",2023
1,"Vince Bianchina",32,119,94,16,29,4,0,0,15,8,2,16,11,0.309,0.441,0.351,0.792,33,NA,7,1,1,0,NA,"c3c84957",2022
2,"Will Binder",32,105,97,8,17,2,0,2,7,1,1,5,28,0.175,0.231,0.258,0.489,25,NA,2,1,0,0,NA,"c3c84957",2022
3,"Dixon Black",14,58,50,5,12,2,1,1,6,4,3,7,9,0.24,0.345,0.38,0.725,19,NA,1,0,0,0,NA,"c3c84957",2022
4,"Trey Ciulla-Hall",15,54,44,9,6,0,0,1,3,3,0,9,15,0.136,0.296,0.205,0.501,9,NA,1,0,0,0,NA,"c3c84957",2022
5,"Tommy DiTullio",27,107,96,15,23,2,0,0,8,3,0,6,24,0.24,0.308,0.26,0.569,25,NA,4,0,1,0,NA,"c3c84957",2022
6,"Carson Dunkel",26,81,63,9,10,4,0,0,3,2,2,16,24,0.159,0.333,0.222,0.556,14,NA,1,0,1,0,NA,"c3c84957",2022
7,"Tyler Epstein",16,53,47,6,12,3,0,0,3,3,1,5,11,0.255,0.34,0.319,0.659,15,NA,1,0,0,0,NA,"c3c84957",2022
8,"Cesar Franco",26,89,71,4,10,2,0,0,5,2,1,14,20,0.141,0.303,0.169,0.472,12,NA,3,0,1,0,NA,"c3c84957",2022
9,"Ryan Galanie",40,165,140,20,34,5,0,6,31,8,4,16,28,0.243,0.346,0.407,0.753,57,NA,7,0,2,0,NA,"c3c84957",2022
10,"Kyle Hannon",21,71,63,7,13,3,1,1,7,4,1,8,14,0.206,0.296,0.333,0.629,21,NA,0,0,0,1,NA,"c3c84957",2022
11,"Scott Jones",20,71,61,8,16,2,0,0,4,2,1,7,9,0.262,0.343,0.295,0.638,18,NA,1,1,1,1,NA,"c3c84957",2022
12,"Alex Lane",27,104,90,11,25,7,0,3,12,1,0,8,31,0.278,0.365,0.456,0.821,41,NA,5,0,1,0,NA,"c3c84957",2022
13,"Ryan Magdic",13,50,44,7,12,6,0,1,12,0,0,3,10,0.273,0.3,0.477,0.777,21,NA,0,0,3,0,NA,"c3c84957",2022
14,"Nate Masteralexis",6,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,0,0,0,0,NA,"c3c84957",2022
15,"Joaquin Monque",16,59,48,3,10,2,0,0,2,1,0,7,14,0.208,0.356,0.25,0.606,12,NA,4,0,0,0,NA,"c3c84957",2022
16,"Brady Mutz",31,108,96,15,20,6,1,0,12,3,0,11,18,0.208,0.287,0.292,0.579,28,NA,0,0,1,0,NA,"c3c84957",2022
17,"Hunter Pasqualini",34,146,125,26,34,5,2,1,8,8,3,15,20,0.272,0.372,0.368,0.74,46,NA,5,1,0,0,NA,"c3c84957",2022
18,"Cedric Rose",40,158,138,28,42,5,1,6,24,7,3,14,30,0.304,0.392,0.486,0.878,67,NA,6,0,0,0,NA,"c3c84957",2022
19,"Justin Sierra",20,65,55,4,9,0,0,0,1,5,2,4,16,0.164,0.277,0.164,0.441,9,NA,5,0,1,0,NA,"c3c84957",2022
1,"Slate Alford",34,134,125,18,34,6,0,4,22,0,0,8,30,0.272,0.321,0.416,0.737,52,NA,1,0,0,0,NA,"739a6301",2023
2,"Michael Anderson",31,108,86,17,21,2,0,3,19,0,0,15,23,0.244,0.38,0.372,0.752,32,NA,5,0,2,0,NA,"739a6301",2023
3,"Luke Beckstein",29,112,79,16,20,3,1,0,11,8,2,23,17,0.253,0.446,0.317,0.762,25,NA,6,2,2,0,NA,"739a6301",2023
4,"Mike Borrelli",2,4,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,NA,0,0,0,0,NA,"739a6301",2023
5,"Kolby Branch",32,126,112,22,21,6,1,1,15,6,0,13,31,0.188,0.278,0.286,0.564,32,NA,1,0,0,0,NA,"739a6301",2023
6,"Niko Brini",33,104,88,16,23,5,0,0,6,3,3,8,22,0.261,0.375,0.318,0.693,28,NA,8,0,0,0,NA,"739a6301",2023
7,"Bryan Broecker",14,48,39,2,6,0,0,0,3,0,1,7,10,0.154,0.292,0.154,0.446,6,NA,1,0,1,0,NA,"739a6301",2023
8,"Jake Burley",23,77,64,11,13,1,0,0,7,0,1,10,15,0.203,0.329,0.219,0.548,14,NA,2,1,0,0,NA,"739a6301",2023
9,"Billy Butler",29,87,72,13,17,4,0,2,14,0,1,12,28,0.236,0.356,0.375,0.731,27,NA,2,0,1,0,NA,"739a6301",2023
10,"Anthony Donofrio",17,60,55,14,23,6,1,1,5,9,2,5,10,0.418,0.467,0.618,1.085,34,NA,0,0,0,0,NA,"739a6301",2023
11,"Aaron Downs",14,49,40,7,9,0,0,0,0,1,0,7,14,0.225,0.367,0.225,0.592,9,NA,2,0,0,0,NA,"739a6301",2023
12,"Trent Farquhar",20,78,60,14,16,2,1,3,16,2,1,14,10,0.267,0.423,0.483,0.906,29,NA,3,0,1,0,NA,"739a6301",2023
13,"Kolton Freeman",29,74,61,11,13,1,0,0,7,2,0,10,14,0.213,0.324,0.23,0.554,14,NA,1,0,2,0,NA,"739a6301",2023
14,"Tyler Hare",36,126,105,27,29,7,0,10,29,2,1,16,41,0.276,0.373,0.629,1.002,66,NA,2,0,3,0,NA,"739a6301",2023
15,"Dakota Jordan",11,37,29,10,11,2,1,0,5,3,0,7,7,0.379,0.514,0.517,1.031,15,NA,1,0,0,0,NA,"739a6301",2023
16,"Sam Kulasingam",19,71,60,17,23,2,0,2,15,0,0,9,6,0.383,0.465,0.517,0.982,31,NA,1,0,1,0,NA,"739a6301",2023
17,"Ryan Proto",20,52,47,6,9,2,0,0,6,0,1,4,12,0.192,0.269,0.234,0.503,11,NA,1,0,0,0,NA,"739a6301",2023
18,"Matt Schark",27,98,85,13,22,4,1,5,21,0,0,12,33,0.259,0.347,0.506,0.853,43,NA,0,0,1,0,NA,"739a6301",2023
19,"Noah Smith",22,72,62,7,16,3,0,1,11,4,1,5,13,0.258,0.347,0.355,0.702,22,NA,4,0,1,0,NA,"739a6301",2023
20,"Tyler Young",24,65,59,5,11,1,0,0,5,3,0,6,18,0.186,0.262,0.203,0.465,12,NA,0,0,0,0,NA,"739a6301",2023
1,"Slate Alford",42,176,153,34,53,15,0,9,40,0,0,17,36,0.346,0.425,0.621,1.046,95,NA,4,2,0,0,NA,"84a30f14",2022
2,"Luke Beckstein",34,108,83,18,16,4,0,0,7,1,0,19,19,0.193,0.38,0.241,0.621,20,NA,6,0,0,0,NA,"84a30f14",2022
3,"Bryan Broecker",12,41,31,7,8,2,0,1,7,1,0,8,6,0.258,0.439,0.419,0.858,13,NA,2,0,0,0,NA,"84a30f14",2022
4,"Jake Burley",22,71,59,13,13,0,0,5,20,0,0,8,24,0.22,0.352,0.475,0.827,28,NA,4,0,0,0,NA,"84a30f14",2022
5,"Cam Clayton",15,43,40,3,8,0,0,0,2,8,0,2,10,0.2,0.256,0.2,0.456,8,NA,1,0,0,0,NA,"84a30f14",2022
6,"Trent Farquhar",36,164,123,30,31,5,1,5,18,3,2,29,28,0.252,0.429,0.431,0.86,53,NA,10,1,1,0,NA,"84a30f14",2022
7,"Kolton Freeman",27,107,97,22,31,10,0,3,15,2,0,7,16,0.32,0.377,0.516,0.893,50,NA,2,1,0,0,NA,"84a30f14",2022
8,"Parker Haskin",12,33,28,4,6,2,0,0,3,0,0,5,5,0.214,0.333,0.286,0.619,8,NA,0,0,0,0,NA,"84a30f14",2022
9,"Sam Kulasingam",21,102,89,10,25,1,0,2,11,1,0,12,16,0.281,0.363,0.36,0.722,32,NA,0,0,1,0,NA,"84a30f14",2022
10,"Joshua Kuroda-Grauer",44,189,169,32,56,12,0,4,31,6,1,15,30,0.331,0.394,0.473,0.867,80,NA,3,1,1,0,NA,"84a30f14",2022
11,"Colton Ledbetter",44,192,156,43,57,10,1,11,47,11,1,30,33,0.365,0.464,0.654,1.117,102,NA,2,0,4,0,NA,"84a30f14",2022
12,"Alec Makarewicz",31,136,120,22,34,6,0,4,22,4,0,11,26,0.283,0.346,0.433,0.779,52,NA,2,0,3,0,NA,"84a30f14",2022
13,"Noah Martinez",35,135,118,23,34,7,0,4,29,0,0,14,30,0.288,0.373,0.449,0.822,53,NA,2,1,0,0,NA,"84a30f14",2022
14,"Ben Rounds",28,75,62,6,13,2,0,0,2,1,1,7,18,0.21,0.329,0.242,0.571,15,NA,4,2,0,0,NA,"84a30f14",2022
15,"Jack Scanlon",21,63,53,7,10,4,0,0,4,0,1,3,18,0.189,0.318,0.264,0.582,14,NA,7,0,0,0,NA,"84a30f14",2022
16,"Spenser Smith",29,87,73,15,18,4,0,0,8,6,1,13,20,0.247,0.368,0.301,0.669,22,NA,1,0,0,0,NA,"84a30f14",2022
17,"Jared Wegner",5,15,14,2,1,0,0,0,0,0,0,0,5,0.071,0.133,0.071,0.205,1,NA,1,0,0,0,NA,"84a30f14",2022
1,"George Athanasiadis",6,19,15,3,0,0,0,0,1,0,0,2,6,0,0.158,0,0.158,0,NA,1,0,1,0,NA,"d21047ce",2023
2,"Mike Bello",27,110,87,16,23,2,1,0,7,6,1,20,15,0.264,0.4,0.31,0.71,27,NA,1,0,2,2,NA,"d21047ce",2023
3,"Matt Brinker",21,73,55,4,8,1,0,1,7,2,0,14,23,0.146,0.347,0.218,0.565,12,NA,3,1,0,0,NA,"d21047ce",2023
4,"Samuel Burtnick",3,8,7,0,0,0,0,0,0,1,0,1,6,0,0.125,0,0.125,0,NA,0,0,0,0,NA,"d21047ce",2023
5,"Tim Callahan",6,16,13,0,3,0,0,0,2,0,0,1,1,0.231,0.313,0.231,0.543,3,NA,1,0,1,0,NA,"d21047ce",2023
6,"Maddix Dalena",30,100,81,9,13,4,0,1,9,0,1,15,28,0.161,0.283,0.247,0.53,20,NA,0,1,3,0,NA,"d21047ce",2023
7,"Anthony DePino",31,119,92,20,21,6,1,4,17,3,4,19,19,0.228,0.387,0.446,0.832,41,NA,6,0,2,0,NA,"d21047ce",2023
8,"Jack Goodman",19,82,75,9,23,4,1,2,16,2,1,5,13,0.307,0.342,0.467,0.808,35,NA,0,0,2,0,NA,"d21047ce",2023
9,"Jack Haley",7,24,22,1,4,0,0,0,1,0,0,1,10,0.182,0.25,0.182,0.432,4,NA,1,0,0,0,NA,"d21047ce",2023
10,"Mike Handal",16,55,40,4,7,2,0,0,7,2,1,14,12,0.175,0.4,0.225,0.625,9,NA,1,0,0,0,NA,"d21047ce",2023
11,"Sam Kirkpatrick",32,129,114,16,33,6,1,1,9,2,4,11,15,0.29,0.347,0.386,0.733,44,NA,0,2,2,0,NA,"d21047ce",2023
12,"Addison Kopack",22,93,83,13,21,7,1,1,14,5,0,5,18,0.253,0.312,0.398,0.709,33,NA,3,0,2,0,NA,"d21047ce",2023
13,"Drew Kron",28,89,83,7,24,4,0,0,8,5,3,5,22,0.289,0.33,0.337,0.667,28,NA,0,1,0,0,NA,"d21047ce",2023
14,"Jake Leitgeb",3,5,4,0,2,0,0,0,0,0,0,1,2,0.5,0.6,0.5,1.1,2,NA,0,0,0,1,NA,"d21047ce",2023
15,"Alex Luccini",7,20,18,2,2,1,1,0,2,0,0,1,6,0.111,0.2,0.278,0.478,5,NA,1,0,0,0,NA,"d21047ce",2023
16,"Bobby Marsh",9,30,26,5,6,1,0,1,1,2,0,2,10,0.231,0.333,0.385,0.718,10,NA,2,0,0,0,NA,"d21047ce",2023
17,"Danny Melnick",23,83,76,14,21,3,3,1,9,0,1,6,19,0.276,0.325,0.434,0.76,33,NA,0,0,1,0,NA,"d21047ce",2023
18,"Landon Moran",37,151,120,18,23,8,0,0,14,6,1,27,32,0.192,0.344,0.258,0.603,31,NA,2,0,2,1,NA,"d21047ce",2023
19,"JT Navyac",27,89,78,3,19,2,0,0,9,3,1,7,23,0.244,0.306,0.269,0.575,21,NA,0,4,0,0,NA,"d21047ce",2023
20,"Connor Podeszwa",15,4,4,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,NA,0,0,0,0,NA,"d21047ce",2023
21,"Anthony Sherwin",8,32,25,4,1,0,0,0,0,2,0,6,12,0.04,0.25,0.04,0.29,1,NA,1,0,0,0,NA,"d21047ce",2023
22,"Caleb Shpur",25,85,66,13,15,1,0,0,5,11,0,14,14,0.227,0.369,0.242,0.611,16,NA,2,1,2,0,NA,"d21047ce",2023
23,"Caleb Stelly",23,90,80,8,20,2,0,0,5,11,1,6,19,0.25,0.326,0.275,0.601,22,NA,3,1,0,0,NA,"d21047ce",2023
24,"Juju Stevens",16,67,55,9,16,2,0,1,3,8,2,7,12,0.291,0.409,0.382,0.791,21,NA,4,1,0,0,NA,"d21047ce",2023
25,"Evin Sullivan",17,50,45,5,12,3,0,0,5,0,1,1,5,0.267,0.32,0.333,0.653,15,NA,3,0,1,0,NA,"d21047ce",2023
1,"Logan Allen",30,113,102,17,28,6,1,3,13,6,2,3,30,0.275,0.33,0.441,0.772,45,NA,6,1,1,0,NA,"053aeddd",2022
2,"Mike Bello",17,65,58,5,10,1,0,0,6,1,1,7,7,0.172,0.262,0.19,0.451,11,NA,0,0,0,0,NA,"053aeddd",2022
3,"Jared Burrows",15,3,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,NA,0,1,0,0,NA,"053aeddd",2022
4,"Jimmy Chatfield",15,40,34,7,3,1,0,0,0,6,1,3,15,0.088,0.225,0.118,0.343,4,NA,3,0,0,0,NA,"053aeddd",2022
5,"Jackson DeJohn",24,57,44,5,9,1,0,0,6,0,0,8,15,0.205,0.357,0.227,0.584,10,NA,3,1,1,0,NA,"053aeddd",2022
6,"Anthony Donofrio",28,119,107,20,32,5,1,1,18,14,2,10,20,0.299,0.364,0.393,0.757,42,NA,1,1,0,0,NA,"053aeddd",2022
7,"Kevin Ferrer",34,156,144,26,51,8,1,4,27,5,2,7,15,0.354,0.391,0.507,0.898,73,NA,3,0,2,0,NA,"053aeddd",2022
8,"Tucker Flint",13,52,43,7,9,1,2,1,2,3,0,6,14,0.209,0.346,0.395,0.742,17,NA,3,0,0,0,NA,"053aeddd",2022
9,"Joe Jaconski",34,127,116,13,22,1,0,0,5,2,2,10,25,0.19,0.26,0.198,0.458,23,NA,1,0,0,0,NA,"053aeddd",2022
10,"Ed Jarvis",10,29,26,2,2,1,0,0,0,0,0,1,10,0.077,0.172,0.115,0.288,3,NA,2,0,0,0,NA,"053aeddd",2022
11,"Addison Kopack",40,169,143,15,34,5,0,3,18,5,6,20,38,0.238,0.351,0.336,0.687,48,NA,5,1,0,1,NA,"053aeddd",2022
12,"Mason LaPlante",19,70,60,7,21,4,1,0,6,3,1,8,9,0.35,0.443,0.45,0.893,27,NA,2,0,0,0,NA,"053aeddd",2022
